Positioning,Rank,Player Name,OVR,PAC,SHO,PAS,DRİ,DEF,PHY,Position,Acceleration,Sprint Speed,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Shot Passing,Long Passing,Curve,Agility,Balance,Reactions,Ball Control,Detailed Dribbling,Composure,Interception,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Age,Att_Work_Rate,Def_Work_Rate,Age.1,Foot,Height,League,Nation,Team,Weight
64,89,Edvard Sandvik Tagseth,66,77,53,62,68,59,65,LB,76,78,48,59,55,49,49,62,60,46,66,62,58,82,86,61,65,67,64,62,48,58,60,59,62,78,57,68,22,High,Medium,22,Left,17,Eliteserien,Norway,Rosenborg BK,67
47,89,Tang Xin,66,76,32,48,61,64,68,RWB,74,77,25,39,36,27,35,33,58,28,58,43,41,73,70,67,64,54,65,64,46,57,75,68,69,58,75,64,33,Medium,High,33,Left,17,CSL,China PR,Rongcheng FC,74
51,89,Dylan Tavares,66,74,43,54,62,61,65,LWB,72,75,42,49,40,22,45,46,63,37,59,52,46,69,71,58,62,61,51,60,52,61,64,62,66,73,63,59,27,Medium,Medium,27,Left,17,Ligue 2 BKT,Cape Verde Islands,SC Bastia,60
36,89,Duplexe Tchamba,66,67,35,45,53,65,75,CB,67,67,32,40,36,31,40,39,38,29,51,56,36,51,60,57,56,51,53,65,66,63,67,63,88,69,81,64,25,Medium,Medium,25,Left,19,Liga Portugal,Cameroon,Casa Pia AC,79
53,89,Loum Tchaouna,66,77,62,62,67,37,55,RM,76,77,63,64,61,59,59,60,63,49,65,58,60,67,69,65,66,68,59,32,50,37,36,33,65,56,57,47,20,Medium,Medium,20,Left,18,Serie A TIM,France,Salernitana,67
27,89,Allan Tchaptchet,66,54,33,42,44,67,77,CB,63,47,24,52,32,35,47,35,33,31,52,45,36,44,54,58,47,38,55,66,63,66,69,65,81,61,91,59,21,Medium,Medium,21,Right,19,Ligue 2 BKT,France,Grenoble Foot 38,95
59,89,Tonio Teklić,66,81,60,62,69,34,63,CAM,81,81,57,68,67,49,46,66,56,60,64,58,68,78,67,64,68,70,57,31,32,38,36,27,61,62,63,67,24,Medium,Medium,24,Left,18,Trendyol Süper Lig,Croatia,Trabzonspor,76
28,89,Miro Tenho,66,58,23,49,50,66,69,CB,56,60,18,34,16,29,40,56,25,20,60,62,28,41,49,65,55,46,54,67,66,66,66,65,71,65,74,60,28,Medium,High,28,Right,19,Finnliiga,Finland,HJK Helsinki,82
9,89,Niclas Thiede,66,65,65,61,70,44,64,GK,45,42,8,46,11,10,17,31,13,15,24,21,16,49,50,63,19,14,33,16,13,18,10,11,61,31,62,27,24,Medium,Medium,24,Left,18,Bundesliga,Germany,VfL Bochum,85
5,89,Yannick Thoelen,66,65,67,64,64,38,68,GK,36,42,11,48,12,13,20,40,14,17,26,33,16,43,33,60,19,12,36,13,13,10,20,19,58,27,61,27,33,Medium,Medium,33,Right,18,1A Pro League,Belgium,KV Mechelen,81
56,89,Nigel Thomas,66,83,60,59,70,27,53,LW,84,82,65,65,45,56,67,50,64,50,65,50,60,61,72,56,70,75,57,23,40,24,28,27,61,46,57,48,21,Medium,Medium,21,Right,17,3F Superliga,Holland,Viborg FF,77
63,89,Stefán Teitur Thórdarson,66,63,57,60,64,60,69,CM,62,64,54,66,60,42,42,64,46,46,69,65,42,57,61,67,66,64,64,65,58,57,61,56,65,76,65,70,25,Medium,Medium,25,Right,18,3F Superliga,Iceland,Silkeborg IF,76
63,89,Angus Thurgate,66,66,56,63,67,59,68,CDM,67,66,61,55,51,43,43,67,52,43,69,67,51,73,71,62,70,65,58,60,50,58,63,60,64,77,69,55,23,High,Medium,23,Right,17,A-League,Australia,Western United,70
62,89,Alex Timossi Andersson,66,84,58,60,67,30,52,RM,85,84,60,58,55,39,57,58,63,59,61,57,62,83,82,59,65,64,57,27,38,25,33,30,53,75,45,41,22,Medium,Medium,22,Right,17,Allsvenskan,Sweden,Brommapojkarna,65
71,89,Simy,66,51,69,45,59,28,76,ST,50,52,69,70,66,70,76,46,28,44,57,39,45,69,32,72,60,56,71,22,69,20,28,22,75,64,84,70,31,Medium,Low,31,Right,19,Serie A TIM,Nigeria,Salernitana,84
38,89,Agustín Toledo,66,59,40,58,60,65,60,CDM,62,56,33,59,37,38,46,55,46,42,68,66,48,56,73,64,63,59,48,65,54,66,67,64,59,61,57,67,23,Medium,Medium,23,Right,17,LPF,Argentina,Rosario Central,71
60,89,Grzegorz Tomasiewicz,66,70,59,62,70,62,58,CDM,73,67,60,52,62,53,64,62,59,55,65,62,58,83,81,67,69,67,61,64,45,60,66,65,49,86,41,69,27,High,High,27,Right,16,PKO BP Ekstraklasa,Poland,Piast Gliwice,64
62,89,Silvio Torales,66,72,57,64,69,64,62,CM,70,74,48,72,60,55,59,63,59,42,70,69,55,80,74,68,68,66,67,65,67,59,66,66,71,66,64,49,32,High,High,32,Right,17,Sudamericana,Paraguay,S. Ameliano,72
55,89,Claudio Torrejón,66,58,50,61,62,65,70,CDM,53,62,45,59,48,55,63,61,55,60,66,62,57,58,66,60,65,60,60,65,67,67,63,60,70,71,72,62,30,Medium,High,30,Right,17,Sudamericana,United States,Cienciano,80
46,89,Saúl Torres,66,68,29,55,52,62,69,RB,65,71,28,25,28,28,35,32,68,31,62,63,43,54,80,51,40,56,57,63,45,58,69,68,59,87,64,60,33,High,Medium,33,Right,17,Libertadores,Bolivia,The Strongest,72
65,89,Jairo Torres,66,82,66,63,72,52,66,CM,82,82,65,68,66,59,68,57,60,62,69,65,52,80,80,68,73,72,49,45,65,48,58,44,78,78,63,55,23,High,Medium,23,Right,17,MLS,Mexico,Chicago Fire FC,71
59,89,Hussayn Touati,66,79,60,61,71,30,60,LW,81,78,60,64,62,45,56,58,62,58,62,58,68,80,81,53,67,73,62,27,45,29,30,26,64,74,58,46,22,High,Medium,22,Left,17,CSSL,Algeria,Servette FC,76
53,89,Omar Haktab Traoré,66,88,50,58,64,57,68,RB,85,91,44,62,58,29,51,60,61,35,61,54,61,69,65,52,64,64,58,56,50,54,61,60,71,85,62,61,25,High,Medium,25,Right,18,Bundesliga,Germany,Heidenheim,77
68,89,Manssita Traoré,66,81,63,51,74,39,54,ST,79,83,66,58,62,59,57,49,43,51,57,48,48,75,69,63,74,76,65,40,53,34,42,32,69,54,60,35,20,Medium,Medium,20,Right,16,D1 Arkema,France,Paris SG,57
63,89,Borislav Tsonev,66,69,59,64,71,45,57,CM,72,67,59,59,64,42,46,68,53,55,72,63,53,80,83,67,66,71,67,43,36,39,56,46,51,73,52,49,28,Medium,Medium,28,Right,17,CSL,Bulgaria,Dalian Pro,65
67,89,Blair Turgott,66,82,66,57,68,25,68,ST,81,82,68,66,63,59,57,58,59,55,58,49,56,79,75,63,65,68,67,22,54,22,22,22,73,73,69,60,29,High,Medium,29,Right,18,Allsvenskan,Jamaica,BK Häcken,77
13,89,Przemysław Tytoń,66,66,63,69,65,50,65,GK,51,49,14,52,14,13,22,35,10,12,32,32,13,48,40,69,20,15,51,22,14,5,17,14,68,31,71,32,36,Medium,Medium,36,Right,19,Eredivisie,Poland,FC Twente,88
63,89,Oscar Uddenäs,66,80,60,58,66,26,62,RM,81,80,62,64,60,42,45,60,58,36,60,58,48,76,70,56,65,67,50,20,35,16,36,24,63,71,69,34,21,High,Medium,21,Left,18,Eredivisie,Sweden,Excelsior,75
66,89,Daniel Udoh,66,81,64,52,66,39,77,ST,82,80,66,64,61,58,58,53,49,41,58,47,49,81,76,64,65,63,58,31,61,40,39,32,86,82,81,59,27,High,Medium,27,Right,18,EFL League One,Nigeria,Shrewsbury,73
8,89,Jonas Urbig,66,69,64,62,69,32,64,GK,31,33,5,47,5,8,15,36,10,12,23,28,12,30,36,57,12,6,40,14,13,8,14,10,50,24,51,27,20,Medium,Medium,20,Right,18,Bundesliga 2,Germany,Fürth,83
66,89,Maximiliano Urruti,66,70,66,61,69,54,70,ST,74,66,66,70,63,66,66,63,54,52,66,60,67,81,65,64,68,69,65,53,58,48,60,50,69,85,61,74,32,Medium,High,32,Right,18,MLS,Argentina,Austin FC,75
37,89,Edgaras Utkus,66,55,35,56,55,67,71,CB,51,58,31,46,32,28,47,52,44,42,65,67,39,49,50,49,58,56,53,68,70,69,66,60,73,63,77,66,23,Medium,High,23,Right,19,1A Pro League,Lithuania,Cercle Brugge,77
18,89,Jérémy Vachoux,66,67,63,63,67,43,64,GK,42,45,19,47,17,10,23,32,12,10,22,18,14,39,41,64,20,16,48,23,17,13,15,10,46,32,36,19,29,Medium,Medium,29,Right,18,CSSL,France,Stade-Lausanne,78
17,89,Octavian Vâlceanu,66,68,64,60,67,25,66,GK,19,33,16,45,18,15,10,49,11,13,23,17,13,39,45,62,17,19,50,14,13,15,13,10,38,19,37,27,27,Medium,Medium,27,Right,18,SUPERLIGA,Romania,FC Voluntari,77
7,89,Hakon Valdimarsson,66,66,65,63,67,20,68,GK,20,20,9,47,16,18,12,40,15,10,40,42,29,32,44,53,19,13,32,8,10,12,10,11,46,35,50,26,22,Medium,Medium,22,Right,19,Allsvenskan,Iceland,IF Elfsborg,80
68,89,Kener Valencia,66,65,63,59,67,24,61,ST,64,65,69,65,52,56,53,65,65,35,59,56,45,58,56,68,72,69,52,17,52,16,29,21,67,61,75,26,22,Medium,Medium,22,Right,18,Libertadores,Colombia,Dep. Pereira,82
63,89,Joaquín Valiente,66,79,61,64,67,47,56,LW,78,79,62,62,60,57,52,64,62,57,66,64,62,84,82,62,68,63,62,45,54,30,60,57,59,73,45,60,22,Medium,Medium,22,Left,16,Sudamericana,Uruguay,Defensor,62
69,89,Borja Valle,66,69,68,64,67,45,62,ST,70,69,67,70,66,70,65,64,66,59,64,62,70,77,66,61,66,67,68,40,58,45,42,46,69,62,70,40,31,Medium,High,31,Right,17,SUPERLIGA,Spain,FC Rapid 1923,74
45,89,María Valle,66,66,41,60,65,65,65,CB,66,66,40,45,40,41,40,45,50,40,75,69,50,71,64,60,70,60,69,60,59,60,72,70,67,60,66,70,19,Medium,Medium,19,Right,17,Liga F,Spain,Real Betis,55
64,89,Hugo Vallejo,66,62,65,62,69,36,56,LM,64,61,70,62,59,61,59,58,64,70,63,62,63,63,59,60,71,73,61,29,41,39,36,35,55,58,64,32,23,Medium,Medium,23,Right,18,LALIGA HYPERMOTION,Spain,SD Huesca,80
70,89,Jonna van de Velde,66,67,60,58,65,44,62,CAM,68,67,63,57,60,34,58,67,42,38,68,62,32,63,55,59,67,66,55,42,47,33,55,40,60,68,64,52,22,Medium,Medium,22,Right,16,Nederland Vrouwen Liga,Holland,Ajax,57
29,89,Dario Van den Buijs,66,56,54,61,57,66,69,CB,57,55,46,73,57,55,70,44,69,67,63,66,68,54,60,65,62,53,61,66,66,68,65,65,72,65,75,59,28,High,Medium,28,Left,18,Eredivisie,Belgium,RKC Waalwijk,74
36,89,Jasper van der Werff,66,66,29,49,56,67,67,CB,72,61,26,33,28,31,32,35,42,30,64,51,34,66,59,64,57,50,67,69,64,68,67,64,77,57,73,61,25,Low,Medium,25,Right,18,Bundesliga 2,Switzerland,Hansa Rostock,80
39,89,Alec Van Hoorenbeeck,66,62,29,52,58,65,70,LB,54,69,21,41,31,27,31,43,63,26,57,52,38,62,61,60,62,56,47,65,70,62,67,65,71,65,72,72,24,Medium,Medium,24,Left,18,Eredivisie,Belgium,FC Twente,77
63,89,Rajiv van La Parra,66,75,59,60,71,39,62,LW,77,74,58,67,54,51,63,58,60,57,63,53,67,77,75,66,69,71,66,34,38,36,48,36,61,58,66,58,32,Medium,Medium,32,Right,18,Eredivisie,Holland,Almere City FC,75
49,89,Yoëll van Nieff,66,42,64,69,65,63,69,CDM,46,39,54,81,72,65,68,63,74,75,66,70,77,65,65,61,64,66,62,66,56,63,65,61,63,64,73,65,30,Medium,Medium,30,Left,18,Hero ISL,Holland,Mumbai City FC,82
21,89,Éric Vandenabeele,66,38,38,43,49,66,74,CB,43,34,39,43,39,24,44,34,34,21,58,45,34,56,62,62,51,44,49,65,67,67,67,64,69,71,78,68,32,Low,Medium,32,Right,18,Ligue 2 BKT,France,Rodez AF,77
61,89,Lisandro Semedo,66,80,62,59,68,30,63,RM,77,82,62,69,60,62,47,61,59,43,61,56,65,79,77,63,66,68,63,23,54,35,25,21,69,61,63,65,27,Medium,Low,27,Right,17,PKO BP Ekstraklasa,Cape Verde Islands,Radomiak Radom,73
56,89,Ricardinho,66,70,55,59,60,63,70,RB,69,70,56,63,49,42,53,56,58,46,64,61,47,68,76,63,63,53,62,65,55,65,64,62,71,68,73,67,29,Medium,Medium,29,Right,18,SUPERLIGA,Portugal,FC Voluntari,77
18,89,Vaso Vasić,66,67,63,64,67,46,68,GK,45,48,10,48,13,12,24,48,17,14,22,20,13,35,54,55,17,12,26,23,18,21,19,21,64,24,66,18,33,Medium,Medium,33,Right,18,CSSL,Serbia,FC Luzern,87
64,89,Víctor Vázquez,66,30,64,74,66,44,50,CAM,30,30,62,62,69,69,71,72,71,73,76,73,78,34,71,64,73,68,73,49,49,45,45,24,47,31,60,49,36,Low,Low,36,Right,17,MLS,Spain,Toronto FC,75
50,89,Edison Vega,66,65,51,65,63,64,68,CDM,66,65,43,66,55,30,65,65,58,70,70,64,65,61,84,65,60,63,54,65,55,67,63,61,66,73,66,66,33,Medium,Medium,33,Left,16,Libertadores,Ecuador,Aucas,69
61,89,Marcelo Lopes,66,83,59,60,65,25,58,RM,82,83,58,62,59,57,52,62,60,49,63,58,52,80,69,65,64,63,62,18,46,23,25,24,61,78,52,47,29,Medium,Medium,29,Right,17,SUPERLIGA,Cape Verde Islands,FC Voluntari,67
63,89,Josh Vela,66,62,60,64,65,62,81,CM,65,59,58,66,61,56,49,66,59,56,66,65,58,63,62,64,66,64,67,61,53,64,64,61,68,92,74,90,30,High,High,30,Right,18,EFL League One,England,Fleetwood Town,70
68,89,Odysseus Velanas,66,69,66,63,67,43,64,CAM,70,69,65,72,65,58,60,70,57,66,62,60,69,69,71,67,69,65,70,38,55,41,45,43,58,68,62,64,25,High,Medium,25,Right,18,Eredivisie,Holland,PEC Zwolle,70
68,89,Diego Vera,66,53,67,60,64,35,68,ST,53,53,66,71,63,66,70,65,61,43,63,55,53,59,58,63,66,64,71,33,73,37,25,23,78,56,77,56,38,Medium,Medium,38,Right,18,Sudamericana,Uruguay,Danubio,72
56,89,Nikolas Veratschnig,66,72,52,59,65,61,69,RWB,70,74,48,61,58,28,39,63,58,34,63,59,42,69,65,62,66,65,53,60,54,61,64,62,65,77,65,68,20,Medium,Medium,20,Right,18,Ö. Bundesliga,Austria,Wolfsberger AC,75
14,89,Davino Verhulst,66,64,66,64,64,22,70,GK,20,25,12,48,13,14,29,42,12,14,27,26,9,26,29,60,30,14,46,16,13,20,12,15,58,18,72,38,36,Medium,Medium,36,Right,19,1A Pro League,Belgium,Royal Antwerp FC,93
58,89,Luca Verna,66,68,56,64,66,63,72,CM,67,69,53,63,55,51,53,65,54,50,70,68,57,65,69,66,67,66,64,64,59,65,63,61,72,75,74,63,30,High,High,30,Right,18,Serie BKT,Italy,Catanzaro,78
42,89,Frédéric Veseli,66,67,41,55,64,66,66,CB,66,68,39,55,35,30,45,42,56,44,64,60,41,68,71,66,65,62,66,67,67,68,64,64,72,58,69,67,31,Medium,High,31,Right,18,Trendyol Süper Lig,Albania,Karagümrük SK,80
55,89,Viljar Helland Vevatne,66,66,57,55,61,65,77,CB,65,66,56,67,60,31,51,40,54,42,62,61,58,63,71,65,61,59,65,66,63,65,65,64,76,80,79,67,29,Medium,Medium,29,Right,18,Eliteserien,Norway,Viking FK,73
50,89,Nerea Vicente,66,55,46,58,69,68,60,LB,55,55,45,59,36,39,52,50,60,40,70,45,49,65,55,65,73,69,61,64,60,71,70,67,62,55,59,68,21,Medium,Medium,21,Left,16,Liga F,Spain,Granada CF,59
12,89,Josh Vickers,66,66,65,64,66,42,64,GK,40,45,18,48,12,13,25,36,14,15,41,32,12,36,62,60,21,13,39,22,21,24,20,12,56,32,52,25,28,Medium,Medium,28,Right,19,EFL League One,England,Derby County,72
68,89,Luca Vido,66,68,66,61,67,37,64,ST,67,68,65,71,62,60,72,57,61,64,64,57,62,69,65,62,68,68,63,33,65,40,32,26,71,62,69,51,26,Medium,Medium,26,Right,18,Serie BKT,Italy,Reggiana,75
62,89,Gabriel Vidović,66,68,63,59,72,22,53,LM,70,67,67,60,58,58,58,62,50,45,68,48,62,69,69,66,73,74,60,21,48,18,18,19,58,60,56,34,20,Medium,Medium,20,Right,18,Liga Hrvatska,Croatia,Dinamo Zagreb,73
62,89,Luís Machado,66,82,61,60,67,30,61,LM,82,82,57,71,62,58,61,58,62,46,62,57,70,89,90,57,64,63,60,25,46,25,34,31,58,80,48,72,31,High,Low,31,Right,17,PKO BP Ekstraklasa,Portugal,Radomiak Radom,66
68,89,Andrés Vilches,66,66,65,52,64,21,67,ST,66,66,66,68,59,58,68,59,35,46,57,56,59,65,63,59,66,63,64,15,67,16,16,12,78,64,79,40,31,Medium,Medium,31,Right,18,Libertadores,Chile,Ñublense,80
68,89,Oscar Vilhelmsson,66,74,63,44,64,29,66,ST,69,78,70,68,49,50,52,37,31,36,58,41,37,59,48,60,68,65,65,20,63,17,39,22,71,71,67,58,20,Medium,Medium,20,Left,18,Bundesliga,Sweden,SV Darmstadt 98,77
61,89,Christophe Vincent,66,67,50,65,67,58,67,CM,61,71,51,53,47,33,47,70,60,41,72,62,39,73,71,65,67,65,65,59,43,57,63,55,55,77,64,64,31,Medium,Medium,31,Right,17,Ligue 2 BKT,France,SC Bastia,74
30,89,Kévin Vinetot,66,54,40,45,46,67,71,CB,55,54,35,55,40,34,41,38,38,38,55,42,37,49,53,62,46,40,65,63,65,72,66,64,73,63,78,65,35,Low,High,35,Right,18,Serie BKT,France,Südtirol,79
35,89,Ștefan Vlădoiu,66,82,35,56,59,60,62,RB,80,84,35,33,35,38,41,51,61,38,62,49,43,80,57,60,59,54,57,60,49,61,63,63,67,66,64,53,24,Medium,Medium,24,Right,17,SUPERLIGA,Romania,Univ. Craiova,73
8,89,Ben Voll,66,68,64,65,72,24,63,GK,24,25,9,49,9,9,8,32,9,11,27,24,12,27,24,52,15,11,59,9,13,9,13,11,56,22,67,21,23,Medium,Medium,23,Right,19,3. Liga,Germany,Viktoria Köln,85
63,89,Ilija Vukotić,66,61,58,66,66,64,72,CM,56,65,53,66,60,47,66,61,63,64,68,68,72,55,52,66,70,67,66,61,68,64,65,64,72,68,74,70,24,Medium,Medium,24,Left,19,Liga Portugal,Montenegro,Boavista FC,78
6,89,Danny Vukovic,66,66,65,63,65,51,67,GK,53,47,17,47,13,11,37,36,11,13,25,12,15,41,58,63,18,11,33,17,16,23,15,11,70,32,74,41,38,Medium,Medium,38,Right,18,A-League,Australia,Central Coast,95
13,89,Ali Şaşal Vural,66,67,65,60,69,46,67,GK,47,44,20,45,20,18,25,44,17,16,31,18,17,31,52,56,22,16,56,25,21,15,15,17,65,26,65,27,33,Medium,Medium,33,Right,18,Trendyol Süper Lig,Turkey,Sivasspor,68
63,89,Ibrahima Wadji,66,90,65,55,69,27,67,ST,89,90,67,67,62,58,54,53,60,39,60,45,57,82,83,59,67,68,61,22,53,21,28,22,75,69,68,59,28,Medium,Medium,28,Right,17,Ligue 2 BKT,Senegal,AS Saint-Étienne,74
58,89,Robert Wagner,66,67,45,63,66,59,66,CM,69,66,39,52,49,39,40,68,50,35,71,66,51,69,65,64,69,65,52,64,42,59,63,58,58,70,68,56,20,Medium,Medium,20,Right,18,Bundesliga 2,Germany,Fürth,80
60,89,Lachlan Wales,66,80,55,64,63,24,67,RM,78,81,57,58,51,38,47,68,56,59,66,65,62,74,56,60,65,60,60,32,39,19,20,24,63,86,69,40,26,High,Medium,26,Right,17,A-League,Australia,Western United,75
65,89,Wang Jinxian,66,81,51,59,65,48,66,LM,84,79,54,54,42,38,40,62,62,47,60,56,39,76,81,69,59,66,53,48,42,52,48,44,64,75,62,63,27,Medium,High,27,Right,17,CSL,China PR,Changchun Yatai,70
60,89,Wang Shenchao,66,72,33,54,59,62,70,RB,74,70,27,40,29,35,36,45,59,29,60,54,43,62,72,63,58,57,65,62,61,60,64,63,73,84,66,63,34,High,High,34,Right,18,CSL,China PR,Shanghai Port,72
58,89,Wang Tong,66,79,50,60,62,60,69,RB,81,78,55,54,34,53,49,60,64,42,65,59,39,77,74,63,57,61,53,57,54,65,58,59,72,85,66,54,30,Low,Medium,30,Right,17,CSL,China PR,Shandong Taishan,71
65,89,Conor Washington,66,75,66,58,65,34,72,ST,76,74,66,67,68,59,69,62,57,44,60,56,46,73,67,64,65,64,65,30,61,36,29,28,78,71,71,75,31,High,Medium,31,Right,17,EFL League One,Northern Ireland,Derby County,85
56,89,Elliot Watt,66,67,53,65,66,59,68,CDM,68,67,47,61,60,42,52,65,64,59,66,68,66,82,79,63,65,63,66,59,49,60,62,59,66,90,56,70,23,Low,Medium,23,Right,17,EFL League Two,Scotland,Salford City,72
66,89,Mateusz Wdowiak,66,91,58,61,69,42,59,CF,90,91,55,66,59,54,50,60,59,38,65,62,58,82,85,66,68,66,63,41,55,44,38,32,70,71,52,57,27,High,Medium,27,Right,17,PKO BP Ekstraklasa,Poland,Zagłębie Lubin,60
53,89,Marcel Wędrychowski,66,78,54,62,70,37,49,RM,82,74,60,56,43,39,55,62,54,42,69,64,63,84,84,60,67,68,64,29,42,39,37,37,54,64,45,38,21,High,Medium,21,Left,17,PKO BP Ekstraklasa,Poland,Pogoń Szczecin,69
6,89,Leo Weinkauf,66,65,67,53,71,35,69,GK,36,34,9,40,6,10,18,24,11,10,23,16,10,24,30,52,11,11,37,14,10,15,10,9,55,26,59,22,27,Medium,Medium,27,Right,19,Bundesliga 2,Germany,Hannover 96,94
69,89,Nelson Weiper,66,66,65,46,65,25,68,ST,64,68,71,62,57,61,57,51,39,43,50,37,46,63,56,64,66,67,59,18,70,23,20,19,75,56,74,65,18,Medium,Medium,18,Right,19,Bundesliga,Germany,1. FSV Mainz 05,82
64,89,Jensen Weir,66,67,64,62,64,58,62,CM,66,68,62,69,68,48,56,65,48,56,69,68,47,64,63,64,66,63,60,55,49,57,65,59,57,81,56,53,21,Medium,Medium,21,Right,18,EFL League One,England,Blackpool,74
65,89,Morgan Whittaker,66,74,65,58,67,38,60,RM,72,76,67,62,68,59,59,62,59,59,59,44,62,69,68,64,67,68,61,39,51,36,38,27,65,71,61,41,22,High,Medium,22,Left,18,EFL Championship,England,Plymouth Argyle,69
36,89,Danilo Wiebe,66,61,44,60,57,66,72,CB,54,67,30,63,62,39,43,61,53,40,66,63,43,62,60,64,61,52,62,68,60,64,68,64,68,77,71,67,29,Medium,Medium,29,Right,18,Bundesliga 2,Germany,Braunschweig,74
71,89,Kamil Wilczek,66,50,67,62,64,38,69,ST,52,49,67,70,64,67,72,66,60,43,66,62,54,61,65,68,66,63,69,47,69,26,39,25,70,61,72,71,35,Medium,Medium,35,Left,18,PKO BP Ekstraklasa,Poland,Piast Gliwice,83
65,89,Mallik Wilks,66,83,64,56,70,23,72,ST,85,82,66,65,60,56,65,60,60,40,61,36,60,74,76,60,65,72,70,18,55,22,18,17,79,71,71,72,25,High,Low,25,Left,18,EFL Championship,England,Sheffield Wed,73
41,89,Paul Will,66,68,50,65,63,62,77,CDM,77,60,43,65,55,38,48,57,64,62,70,66,67,63,62,57,64,63,56,61,63,60,65,61,80,79,75,77,24,Medium,High,24,Left,18,3. Liga,Germany,Dynamo Dresden,77
53,89,Derrick Williams,66,66,46,58,62,63,77,CB,66,66,40,59,48,35,47,50,56,32,67,68,36,60,53,64,63,63,66,65,67,63,62,62,78,75,80,72,30,Low,High,30,Left,18,MLS,Republic of Ireland,D.C. United,75
44,89,Josh Williams,66,54,46,58,57,65,73,CB,51,57,39,64,44,49,38,49,51,40,66,67,56,55,62,61,57,55,64,68,65,67,63,57,72,59,80,71,35,Medium,Medium,35,Right,18,MLS,United States,Columbus Crew,88
60,89,Kane Wilson,66,85,52,60,67,56,69,RWB,86,84,50,52,58,41,51,64,64,52,57,55,62,79,73,58,64,67,62,55,52,57,58,56,73,88,64,58,23,Medium,Medium,23,Right,17,EFL League One,England,Derby County,71
59,89,Bobby Wood,66,75,67,57,66,27,67,ST,75,75,66,73,64,71,69,40,62,62,62,59,67,74,73,61,65,65,59,36,65,18,20,18,78,59,73,58,31,Medium,Medium,31,Right,18,MLS,United States,New England,79
40,89,Richard Wood,66,31,35,46,43,66,68,CB,30,31,35,45,24,26,40,52,41,26,53,43,22,29,34,64,50,37,64,65,67,67,65,64,68,35,85,66,38,Medium,High,38,Left,19,EFL League Two,England,Doncaster,82
63,89,Ben Woodburn,66,73,63,63,71,34,55,CAM,78,68,61,68,67,48,58,62,61,58,65,63,56,81,84,62,69,70,63,35,35,24,44,31,54,66,53,44,24,Medium,Low,24,Right,17,EFL Championship,Wales,Preston,72
58,89,Lucas Woudenberg,66,65,38,58,58,62,72,LB,68,63,35,41,34,49,44,50,62,39,62,65,40,65,51,63,57,57,66,64,54,62,62,63,64,90,63,73,29,High,High,29,Left,18,Ligue 2 BKT,Holland,Valenciennes FC,70
64,89,Callum Wright,66,67,61,64,67,57,67,CM,68,66,61,65,60,60,56,66,57,58,67,65,60,74,69,68,68,65,64,59,51,57,58,54,64,77,65,58,23,Medium,Medium,23,Right,18,EFL Championship,England,Plymouth Argyle,72
45,89,Matthéo Xantippe,66,68,38,56,65,62,59,LB,69,68,40,45,25,26,45,48,68,29,62,50,45,69,75,55,72,61,55,59,65,55,69,68,66,57,55,68,21,Medium,High,21,Left,18,Ligue 2 BKT,France,Grenoble Foot 38,70
63,89,Pape Ndiaga Yade,66,80,68,59,69,44,66,LM,83,78,66,74,68,63,64,59,65,50,59,50,67,69,58,56,70,71,61,39,59,46,40,42,82,52,76,54,23,Medium,Medium,23,Left,18,Ligue 2 BKT,Senegal,Quevilly Rouen,76
62,89,Zeki Yavru,66,66,60,61,65,62,68,RB,68,64,51,71,69,54,59,48,66,72,63,62,70,71,77,66,63,64,65,63,49,63,63,62,53,77,66,67,32,High,Medium,32,Right,17,Trendyol Süper Lig,Turkey,Samsunspor,78
61,89,Dru Yearwood,66,77,54,58,70,65,76,CM,76,77,48,62,62,42,48,58,46,43,65,66,52,76,82,67,68,69,63,66,60,65,65,65,78,83,71,80,23,High,High,23,Right,17,MLS,England,Red Bulls,68
63,89,Yaw Yeboah,66,87,61,56,69,35,53,LM,88,87,61,64,60,58,60,58,53,48,61,48,64,87,83,63,67,67,60,30,55,35,33,29,70,59,54,39,26,High,Medium,26,Left,17,MLS,Ghana,Columbus Crew,70
61,89,Emmanuel Yeboah,66,84,63,56,66,38,78,RM,82,86,68,68,49,55,57,59,50,43,60,54,49,69,64,63,65,67,57,40,57,36,36,30,84,76,81,73,20,Medium,Medium,20,Right,18,3F Superliga,Ghana,Brøndby IF,80
32,89,Yeon Je Woon,66,64,31,51,50,65,75,CB,67,62,27,37,32,28,42,40,42,28,62,65,28,60,76,59,55,40,50,65,68,62,67,65,78,72,78,68,29,Medium,Medium,29,Right,18,K League 1,Korea Republic,Jeju United,78
62,89,Aygün Yıldırım,66,75,63,56,70,23,59,RM,82,70,63,70,58,54,65,52,61,38,60,54,43,82,76,63,68,70,55,22,57,21,18,10,71,71,58,45,28,Medium,Medium,28,Right,18,3. Liga,Germany,Arminia Bielefeld,78
60,89,Yin Hongbo,66,69,59,66,66,53,66,RM,74,64,60,60,62,49,45,66,64,63,69,65,62,68,73,60,65,66,57,52,47,57,55,46,64,72,65,61,34,Medium,Medium,34,Left,17,CSL,China PR,Meizhou Hakka,70
